Address,ARB amount (wei),ARB amount
0x397071dc09397a1ce99a442affe7a536365f2265,1184510100217986,0.001184510100217986
0x067f0f9d404e91d02ea91a4eebd83a5d9b896b12,0,0.000000000000000000
0xc461440e85dd12247efa58ebd4cacd2021f39b15,0,0.000000000000000000
0x2522c45d1c497c5d46edadfaf9f74c9a381bf222,0,0.000000000000000000
0x31ae2b29fb0185b477e352854153a6590098e30e,1506209834374,0.000001506209834374
0x4367eb146e78748ed49c8b6a9d93494c56f97230,22285415250212,0.000022285415250212
0x4e5eceb61e64a94bc9e72751a05feaf6308387f3,1184260561761120,0.001184260561761120
0xfe7d72ddbfe8a1ebcea9ab44f88af419de252eba,1077770658936,0.000001077770658936
0xd3f9882a5757e03b367878c238d10f0178f51c48,0,0.000000000000000000
0x4796ebbf81fcc031bd53190c087e5b0bcecd14ad,0,0.000000000000000000
0x70f812b98f1559821db19a43001e73bca9529c5d,0,0.000000000000000000
0xcbad1ade7f88bf67ee7c112eba7f17069cc5eee9,5922546731016,0.000005922546731016
0x38fcef33a6931e1421e2feb3ac90ff1786fc65fd,42323794954662,0.000042323794954662
0x168f87fbfe36b84e44b9d06278b2aa1cc73d7400,0,0.000000000000000000
0x9f5a7d8a31b7de4f62c44fe5819aa2ef09065acf,7802740161288074,0.007802740161288074
0xacdfc2c7ed03b5c5881bbbe768c6bbc6f6c830f4,403774694276332,0.000403774694276332
0x2cab9c4001a78cbaaa0a41382c045122df5cd2b1,30209972759546,0.000030209972759546
0xa86cad6bed51c96d1529049dfe7db98a34554230,0,0.000000000000000000
0xe6b7e1f3915ef6fe504bb83007c274cce63d6c83,0,0.000000000000000000
0x04795cdee2b677b46878896dae76be5cb174dac6,0,0.000000000000000000
0x60b12425c56bfcc4cabca2e36976a050ad65c077,0,0.000000000000000000
0x0e4baebf727ca0e6ce2f9609053be6814ca5919a,521279991864194,0.000521279991864194
0x5538a75ebe2babbcb65e47009161e6c4aeff0a29,0,0.000000000000000000
0x34db8499c0bbb8dc4d7cb02fd75abda6abd2fa70,0,0.000000000000000000
0xd59c3b026e9abef3f744491462d369e4c27040b3,0,0.000000000000000000
0xb284666ad456688336ebe3b9dcc6bc50497e87bd,1184259888,0.000000001184259888
0x4b13f06c92576d4f6352f324c4da26e15cb88c13,0,0.000000000000000000
0x2398434645b1f303136e8f3d36ca45aaaec169cb,0,0.000000000000000000
0x694bf2e57069937b7714e2d9f79c8575e15c8260,91519945480,0.000000091519945480
0x6dc287b8892fa706360d11bcd59bbc190486a219,0,0.000000000000000000
0x71d2b5d7e75162c15f1d909e6430c8fd828d86cb,1345361585890482,0.001345361585890482
0xcaaf6515b7a9fdbbb652914c134818161ed34ca5,484904887031358,0.000484904887031358
0xf546f9178332b9247842ffcf68b0cdbdf6dd37af,0,0.000000000000000000
0x5c87cbd3fdef132adeb4cce6895e22d52076076c,0,0.000000000000000000
0xc2a2ef70d2626c0198ebdc4bf62cb536edf8c4bb,215545153086,0.000000215545153086
0x625aa6ddded60128b6904df4f742fab6b9e3b165,0,0.000000000000000000
0x5ca39925af348525885cff41df47add5d0378361,3769428690329852,0.003769428690329852
0xc8dcea79d79081c3abf7cb20cb312df88bd8c11a,1022867812,0.000000001022867812
0xdc859b19a8650637a762363b292f467fbdb3f75a,0,0.000000000000000000
0x3e68fca5b47bf0510debb0fa95d51c54b032a1c8,0,0.000000000000000000
0x090185dd5371f09ffa41f5055df361d9c2db74e7,0,0.000000000000000000
0xfe01c1a253443b13ab76b4f591b53f2c2d4c0ad4,0,0.000000000000000000
0x8eae4044d3da689995b278e27dcc382cb75645e3,0,0.000000000000000000
0x3c6d24ea26cc9cc276a10a6f94e369c9d7563875,0,0.000000000000000000
0x2af67664c3fea578fd6566542e5e4781194b99f8,969033922,0.000000000969033922
0xf0cb05126ce64384e05222f2bb7d781fc5ca3727,70762508770258,0.000070762508770258
0xdb5fccf4d439ff68987a49d59427ed61ca43a02f,1077655796802,0.000001077655796802
0xbb09bc9bb8445162d9577ed5242a9e640b85305f,1621335040224,0.000001621335040224
0x1feb52be24e4bc08815f342f7027a02cab0c5dd3,0,0.000000000000000000
0x1d5dd0981ee41ee1a99966641e4c167b35c42c38,0,0.000000000000000000
0x786694b02f1d331be540e727f1f2a697c45b57e4,0,0.000000000000000000
0xb058c9d0500f2dbf41d6697ca351cddb85f53067,0,0.000000000000000000
0xed80d5a03e833d05bf190e116f22e5e447b8e39a,0,0.000000000000000000
0xbc333af67c8a8d048a08fa7b86ef71eeb699d19e,0,0.000000000000000000
0x01d6c450a3fb40c806c99e998e8659c1d987591a,0,0.000000000000000000
0x65ecd29e140d9aa28aa20ad1f0562ed4e3bcdd73,0,0.000000000000000000
0xc1afb3e602f10142172df29b27ec4fa04d32c4d8,0,0.000000000000000000
0xbb2d652108d158c90c28c07ce57df6c728eca65f,0,0.000000000000000000
0xda64eefe238283717d8ef0e2b8876b3a7643142f,0,0.000000000000000000
0x4b0d93ecdadd048ec4cb10794fa48624e23a8c2d,0,0.000000000000000000
0xb6d577107c07893ea42254e15c87bd6e6baf0c58,1399060651184,0.000001399060651184
0x5a9201ca0b05a187335a4afa1d78b6790d1d35ff,592254672702,0.000000592254672702
0xe4a7fbffbe121af0e615437c330ed0adc05094f8,1184508972,0.000000001184508972
0x96c3b47206ec6907dc6e8a63b5a903e03c6eb6e6,0,0.000000000000000000
0x4cecdd6bd69e40c66d9b60be0f188d03e7132bae,0,0.000000000000000000
0xa3843ea8be75cbb2e87ef852c6cd682555126d84,12379614292590,0.000012379614292590
0x76ad19d7b017791218cd491bc0711543a303e202,0,0.000000000000000000
0x03104c9661f97a1a882a797964f46d968d518126,11308230660659870,0.011308230660659870
0xe283540e4f6525da4d1983bbc4e7351399c4ca33,0,0.000000000000000000
0x516ecb717cd46ab54e6fa7e40dc1c76882bcc13b,29574832326294276,0.029574832326294276
0xae6b008cd699873af443f2ce60247200b2378448,69953032614533426,0.069953032614533426
0x6909521fc0bf92faa33f333d1e50d2dc51946601,0,0.000000000000000000
0xabc9f41a89de72a0c162a82c258bb2448153ae14,161509877710222,0.000161509877710222
0x489bc5c39ee2f6d36676ee6119d67dfde8577632,0,0.000000000000000000
0xae1ad7adb256297828b067132c71c54c65dcaaba,0,0.000000000000000000
0x9e84ee5095a0e3a7b161b3301dc0ccd8172da7aa,0,0.000000000000000000
0xc00cacd5c51cbb1901d8ed6aa9f9c02e36939467,50938988991030,0.000050938988991030
0x363fc10d3b2a3dc00e86c66320ce2ef38728303d,1449447046722,0.000001449447046722
0xad4d61076479c71c2e7faaca0a9c5540ac6a8ee7,0,0.000000000000000000
0xe220d345d0633231e2b171a2db9d92cc387ede81,86136433152562,0.000086136433152562
0x44a635b8767b269b7d0ee376e3ec6758cd8ca0fc,390482682247234,0.000390482682247234
0x4dea0a3e679e70de2e5864596248e18614f9f5a7,215544980,0.000000000215544980
0x5107cb5399446590825b87b4250e4338bb37b18f,0,0.000000000000000000
0x44b7e6461af76ae31800ae7b756aff8307d919f3,113052366670316,0.000113052366670316
0xd4d80071a6e5fdeda91d140301502b9121add675,0,0.000000000000000000
0x199b7685ff44a41170f3040830e77a504fb1accc,54590171910532,0.000054590171910532
0x7df220262a4c9ca1fa9b7224bc6f7f4572a892cc,0,0.000000000000000000
0x06e9925d3e8c642371232e7492c3916d6b855aaa,1237960726,0.000000001237960726
0xacefef5ed13c2d4d0f38970e5c15b926a9cbcc70,0,0.000000000000000000
